Parse H:\Data\PLOVER_TEST_LOG\ZooKeeperCloverReport\db\zookeeper-coverage.db
File	Class	Method	LineNum	HitCount
LearnerHandler.java	LearnerHandler.SyncLimitCheck	start() : void	368	112
LearnerHandler.java	LearnerHandler.SyncLimitCheck	updateProposal(long,long) : void	748462	116
LearnerHandler.java	LearnerHandler.SyncLimitCheck	updateAck(long) : void	729828	129
LearnerHandler.java	LearnerHandler.SyncLimitCheck	check(long) : boolean	2691	142
Vote.java	Vote	Vote(long,long)	3251	29
Vote.java	Vote	Vote(long,long,long)	534	39
Vote.java	Vote	Vote(long,long,long,long)	37560	50
Vote.java	Vote	Vote(int,long,long,long,long,ServerState)	67650	62
Vote.java	Vote	Vote(long,long,long,long,ServerState)	514	76
Vote.java	Vote	getVersion() : int	0	99
Vote.java	Vote	getId() : long	151751	103
Vote.java	Vote	getZxid() : long	101821	107
Vote.java	Vote	getElectionEpoch() : long	40326	111
Vote.java	Vote	getPeerEpoch() : long	40012	115
Vote.java	Vote	getState() : ServerState	10729	119
Vote.java	Vote	equals(Object) : boolean	121002	125
Vote.java	Vote	hashCode() : int	4404	158
Vote.java	Vote	toString() : String	44	163
ProposalRequestProcessor.java	ProposalRequestProcessor	ProposalRequestProcessor(LeaderZooKeeperServer,RequestProcessor)	137	42
ProposalRequestProcessor.java	ProposalRequestProcessor	initialize() : void	137	53
ProposalRequestProcessor.java	ProposalRequestProcessor	processRequest(Request) : void	268627	57
ProposalRequestProcessor.java	ProposalRequestProcessor	shutdown() : void	130	87
StateSummary.java	StateSummary	StateSummary(long,long)	533	28
StateSummary.java	StateSummary	getCurrentEpoch() : long	322	33
StateSummary.java	StateSummary	getLastZxid() : long	403	37
StateSummary.java	StateSummary	isMoreRecentThan(StateSummary) : boolean	321	41
StateSummary.java	StateSummary	equals(Object) : boolean	0	44
StateSummary.java	StateSummary	hashCode() : int	0	53
ObserverZooKeeperServer.java	ObserverZooKeeperServer	ObserverZooKeeperServer(FileTxnSnapLog,QuorumPeer,DataTreeBuilder,ZKDatabase)	16	60
ObserverZooKeeperServer.java	ObserverZooKeeperServer	getObserver() : Observer	77146	67
ObserverZooKeeperServer.java	ObserverZooKeeperServer	getLearner() : Learner	1	71
ObserverZooKeeperServer.java	ObserverZooKeeperServer	commitRequest(Request) : void	283823	84
ObserverZooKeeperServer.java	ObserverZooKeeperServer	setupRequestProcessors() : void	15	96
ObserverZooKeeperServer.java	ObserverZooKeeperServer	sync() : void	1	126
ObserverZooKeeperServer.java	ObserverZooKeeperServer	getState() : String	28	136
ObserverZooKeeperServer.java	ObserverZooKeeperServer	shutdown() : void	20	141
QuorumPeer.java	QuorumPeer	getLearnerType() : LearnerType	448993	281
QuorumPeer.java	QuorumPeer	setLearnerType(LearnerType) : void	155	288
QuorumPeer.java	QuorumPeer	getQuorumSize() : int	143504	302
QuorumPeer.java	QuorumPeer	getId() : long	1376391	321
QuorumPeer.java	QuorumPeer	getCurrentVote() : Vote	56553	335
QuorumPeer.java	QuorumPeer	setCurrentVote(Vote) : void	146806	339
QuorumPeer.java	QuorumPeer	getBCVote() : Vote	0	343
QuorumPeer.java	QuorumPeer	setBCVote(Vote) : void	146566	351
QuorumPeer.java	QuorumPeer	setPeerState(ServerState) : void	21433	540
QuorumPeer.java	QuorumPeer	getPeerState() : ServerState	579796	544
QuorumPeer.java	QuorumPeer	getQuorumAddress() : InetSocketAddress	166	552
QuorumPeer.java	QuorumPeer	testingQuorumPeer() : QuorumPeer	16	565
QuorumPeer.java	QuorumPeer	QuorumPeer()	620	569
QuorumPeer.java	QuorumPeer	QuorumPeer(Map<Long, QuorumServer>,File,File,int,long,int,int,int,ServerCnxnFactory)	0	580
QuorumPeer.java	QuorumPeer	QuorumPeer(Map<Long, QuorumServer>,File,File,int,long,int,int,int,boolean,ServerCnxnFactory,QuorumVerifier)	437	589
QuorumPeer.java	QuorumPeer	initialize() : void	766	611
QuorumPeer.java	QuorumPeer	quorumStats() : QuorumStats	0	629
QuorumPeer.java	QuorumPeer	start() : void	459	633
QuorumPeer.java	QuorumPeer	loadDataBase() : void	520	641
QuorumPeer.java	QuorumPeer	stopLeaderElection() : void	1	699
QuorumPeer.java	QuorumPeer	startLeaderElection() : void	515	703
QuorumPeer.java	QuorumPeer	countParticipants(Map<Long,QuorumServer>) : int	418	737
QuorumPeer.java	QuorumPeer	QuorumPeer(Map<Long,QuorumServer>,File,File,int,int,long,int,int,int)	416	751
QuorumPeer.java	QuorumPeer	QuorumPeer(Map<Long,QuorumServer>,File,File,int,int,long,int,int,int,QuorumVerifier)	19	766
QuorumPeer.java	QuorumPeer	getLastLoggedZxid() : long	157174	783
QuorumPeer.java	QuorumPeer	makeFollower(FileTxnSnapLog) : Follower	10466	794
QuorumPeer.java	QuorumPeer	makeLeader(FileTxnSnapLog) : Leader	136	799
QuorumPeer.java	QuorumPeer	makeObserver(FileTxnSnapLog) : Observer	15	804
QuorumPeer.java	QuorumPeer	createElectionAlgorithm(int) : Election	512	809
QuorumPeer.java	QuorumPeer	makeLEStrategy() : Election	146062	839
QuorumPeer.java	QuorumPeer	setLeader(Leader) : void	265	847
QuorumPeer.java	QuorumPeer	setFollower(Follower) : void	20994	851
QuorumPeer.java	QuorumPeer	setObserver(Observer) : void	30	855
QuorumPeer.java	QuorumPeer	getActiveServer() : ZooKeeperServer	35	859
QuorumPeer.java	QuorumPeer	run() : void	21	927
QuorumPeer.java	QuorumPeer	run() : void	457	869
QuorumPeer.java	QuorumPeer	shutdown() : void	539	1020
QuorumPeer.java	QuorumPeer	getView() : Map<Long,QuorumPeer.QuorumServer>	491871	1048
QuorumPeer.java	QuorumPeer	getVotingView() : Map<Long,QuorumPeer.QuorumServer>	479639	1056
QuorumPeer.java	QuorumPeer	viewToVotingView(Map<Long,QuorumPeer.QuorumServer>) : Map<Long,QuorumPeer.QuorumServer>	479485	1060
QuorumPeer.java	QuorumPeer	getObservingView() : Map<Long,QuorumPeer.QuorumServer>	0	1075
QuorumPeer.java	QuorumPeer	viewContains(Long) : boolean	3	1092
QuorumPeer.java	QuorumPeer	getQuorumPeers() : String[]	0	1099
QuorumPeer.java	QuorumPeer	getServerState() : String	35	1118
QuorumPeer.java	QuorumPeer	getMyid() : long	455	1136
QuorumPeer.java	QuorumPeer	setMyid(long) : void	145	1143
QuorumPeer.java	QuorumPeer	getTickTime() : int	1281	1150
QuorumPeer.java	QuorumPeer	setTickTime(int) : void	144	1157
QuorumPeer.java	QuorumPeer	getMaxClientCnxnsPerHost() : int	0	1163
QuorumPeer.java	QuorumPeer	getMinSessionTimeout() : int	0	1172
QuorumPeer.java	QuorumPeer	setMinSessionTimeout(int) : void	147	1177
QuorumPeer.java	QuorumPeer	getMaxSessionTimeout() : int	0	1183
QuorumPeer.java	QuorumPeer	setMaxSessionTimeout(int) : void	147	1188
QuorumPeer.java	QuorumPeer	getInitLimit() : int	925	1196
QuorumPeer.java	QuorumPeer	setInitLimit(int) : void	147	1203
QuorumPeer.java	QuorumPeer	getTick() : int	0	1211
QuorumPeer.java	QuorumPeer	getQuorumVerifier() : QuorumVerifier	701080	1219
QuorumPeer.java	QuorumPeer	setQuorumVerifier(QuorumVerifier) : void	180	1224
QuorumPeer.java	QuorumPeer	getElectionAlg() : Election	1592	1232
QuorumPeer.java	QuorumPeer	getSyncLimit() : int	376	1239
QuorumPeer.java	QuorumPeer	setSyncLimit(int) : void	147	1246
QuorumPeer.java	QuorumPeer	getSyncEnabled() : boolean	16	1261
QuorumPeer.java	QuorumPeer	setSyncEnabled(boolean) : void	146	1275
QuorumPeer.java	QuorumPeer	getElectionType() : int	146070	1282
QuorumPeer.java	QuorumPeer	setElectionType(int) : void	151	1289
QuorumPeer.java	QuorumPeer	getQuorumListenOnAllIPs() : boolean	812	1293
QuorumPeer.java	QuorumPeer	setQuorumListenOnAllIPs(boolean) : void	147	1297
QuorumPeer.java	QuorumPeer	getCnxnFactory() : ServerCnxnFactory	0	1301
QuorumPeer.java	QuorumPeer	setCnxnFactory(ServerCnxnFactory) : void	175	1305
QuorumPeer.java	QuorumPeer	setQuorumPeers(Map<Long,QuorumServer>) : void	147	1309
QuorumPeer.java	QuorumPeer	getClientPort() : int	358	1313
QuorumPeer.java	QuorumPeer	setClientPortAddress(InetSocketAddress) : void	147	1317
QuorumPeer.java	QuorumPeer	setTxnFactory(FileTxnSnapLog) : void	170	1320
QuorumPeer.java	QuorumPeer	getTxnFactory() : FileTxnSnapLog	1035	1324
QuorumPeer.java	QuorumPeer	setZKDatabase(ZKDatabase) : void	150	1332
QuorumPeer.java	QuorumPeer	getZkDb() : ZKDatabase	36	1336
QuorumPeer.java	QuorumPeer	setRunning(boolean) : void	0	1340
QuorumPeer.java	QuorumPeer	isRunning() : boolean	1745891	1344
QuorumPeer.java	QuorumPeer	getQuorumCnxManager() : QuorumCnxManager	78	1351
QuorumPeer.java	QuorumPeer	readLongFromFile(String) : long	1043	1354
QuorumPeer.java	QuorumPeer	writeLongToFile(String,long) : void	1690	1384
QuorumPeer.java	QuorumPeer	getCurrentEpoch() : long	147203	1410
QuorumPeer.java	QuorumPeer	getAcceptedEpoch() : long	41834	1417
QuorumPeer.java	QuorumPeer	setCurrentEpoch(long) : void	501	1424
QuorumPeer.java	QuorumPeer	setAcceptedEpoch(long) : void	478	1430
QuorumPeer.java	QuorumPeer	updateElectionVote(long) : void	504	1440
QuorumPeer.java	QuorumPeer	setQuorumServerSaslRequired(boolean) : void	40	1452
QuorumPeer.java	QuorumPeer	setQuorumLearnerSaslRequired(boolean) : void	40	1458
QuorumPeer.java	QuorumPeer	setQuorumSaslEnabled(boolean) : void	145	1464
QuorumPeer.java	QuorumPeer	setQuorumServicePrincipal(String) : void	40	1474
QuorumPeer.java	QuorumPeer	setQuorumLearnerLoginContext(String) : void	40	1480
QuorumPeer.java	QuorumPeer	setQuorumServerLoginContext(String) : void	40	1486
QuorumPeer.java	QuorumPeer	setQuorumCnxnThreadsSize(int) : void	147	1492
QuorumPeer.java	QuorumPeer	isQuorumSaslAuthEnabled() : boolean	1403	1499
QuorumPeer.java	QuorumPeer	isQuorumServerSaslAuthRequired() : boolean	40	1503
QuorumPeer.java	QuorumPeer	isQuorumLearnerSaslAuthRequired() : boolean	40	1507
QuorumPeer.java	QuorumPeer	hasAuthInitialized() : boolean	11	1513
QuorumPeer.java	QuorumPeer	createCnxnManager() : QuorumCnxManager	491	1517
QuorumPeer.java	QuorumPeer	setElectionTimeTaken(long) : void	10644	1534
QuorumPeer.java	QuorumPeer	getElectionTimeTaken() : long	9	1541
QuorumPeer.java	QuorumPeer.QuorumServer	QuorumServer(long,InetSocketAddress,InetSocketAddress)	0	116
QuorumPeer.java	QuorumPeer.QuorumServer	QuorumServer(long,InetSocketAddress)	3	124
QuorumPeer.java	QuorumPeer.QuorumServer	QuorumServer(long,InetSocketAddress,InetSocketAddress,LearnerType)	0	130
QuorumPeer.java	QuorumPeer.QuorumServer	QuorumServer(long,String,Integer,Integer,LearnerType)	958	138
QuorumPeer.java	QuorumPeer.QuorumServer	recreateSocketAddresses() : void	13529	164
QuorumPeer.java	QuorumPeer.QuorumServer	getReachableAddress(String,int) : InetAddress	0	216
QuorumPeer.java	QuorumPeer.ResponderThread	ResponderThread()	40	469
QuorumPeer.java	QuorumPeer.ResponderThread	run() : void	40	475
Leader.java	Leader	<clinit>, line 63()	33	63
Leader.java	Leader	getLearners() : List<LearnerHandler>	1121	96
Leader.java	Leader	getProposalStats() : ProposalStats	120	108
Leader.java	Leader	getForwardingFollowers() : List<LearnerHandler>	2	115
Leader.java	Leader	addForwardingFollower(LearnerHandler) : void	387	121
Leader.java	Leader	getObservingLearners() : List<LearnerHandler>	267575	133
Leader.java	Leader	addObserverLearnerHandler(LearnerHandler) : void	15	139
Leader.java	Leader	getNumPendingSyncs() : int	1	149
Leader.java	Leader	addLearnerHandler(LearnerHandler) : void	10523	162
Leader.java	Leader	removeLearnerHandler(LearnerHandler) : void	10845	173
Leader.java	Leader	isLearnerSynced(LearnerHandler) : boolean	0	185
Leader.java	Leader	Leader(QuorumPeer,LeaderZooKeeperServer)	160	193
Leader.java	Leader	lead() : void	143	376
Leader.java	Leader	shutdown(String) : void	273	519
Leader.java	Leader	processAck(long,long,SocketAddress) : void	998077	565
Leader.java	Leader	sendPacket(QuorumPacket) : void	535156	696
Leader.java	Leader	sendObserverPacket(QuorumPacket) : void	267575	707
Leader.java	Leader	commit(long) : void	267575	720
Leader.java	Leader	inform(Proposal) : void	267575	733
Leader.java	Leader	getEpoch() : long	139	747
Leader.java	Leader	propose(Request) : Proposal	267589	764
Leader.java	Leader	processSync(LearnerSyncRequest) : void	9	800
Leader.java	Leader	sendSync(LearnerSyncRequest) : void	9	820
Leader.java	Leader	startForwarding(LearnerHandler,long) : long	402	832
Leader.java	Leader	getEpochToPropose(long,long) : long	10668	870
Leader.java	Leader	waitForEpochAck(long,StateSummary) : void	528	906
Leader.java	Leader	getSidSetString(Set<Long>) : String	140	945
Leader.java	Leader	startZkServer() : void	137	961
Leader.java	Leader	waitForNewLeaderAck(long,long) : void	508	988
Leader.java	Leader	getPacketType(int) : String	401	1035
Leader.java	Leader	isRunning() : boolean	1117	1076
Leader.java	Leader	isParticipant(long) : boolean	965	1080
Leader.java	Leader.Proposal	toString() : String	0	74
Leader.java	Leader.LearnerCnxAcceptor	LearnerCnxAcceptor()	149	319
Leader.java	Leader.LearnerCnxAcceptor	run() : void	149	323
Leader.java	Leader.LearnerCnxAcceptor	halt() : void	136	359
Leader.java	Leader.ToBeAppliedRequestProcessor	ToBeAppliedRequestProcessor(RequestProcessor,ConcurrentLinkedQueue<Proposal>)	137	650
Leader.java	Leader.ToBeAppliedRequestProcessor	processRequest(Request) : void	268602	669
Leader.java	Leader.ToBeAppliedRequestProcessor	shutdown() : void	130	684
Leader.java	Leader.XidRolloverException	XidRolloverException(String)	8	753
LeaderElectionBean.java	LeaderElectionBean	getName() : String	584396	31
LeaderElectionBean.java	LeaderElectionBean	isHidden() : boolean	292195	35
LeaderElectionBean.java	LeaderElectionBean	getStartTime() : String	0	39
LeaderZooKeeperServer.java	LeaderZooKeeperServer	LeaderZooKeeperServer(FileTxnSnapLog,QuorumPeer,DataTreeBuilder,ZKDatabase)	160	49
LeaderZooKeeperServer.java	LeaderZooKeeperServer	getLeader() : Leader	267978	55
LeaderZooKeeperServer.java	LeaderZooKeeperServer	setupRequestProcessors() : void	137	59
LeaderZooKeeperServer.java	LeaderZooKeeperServer	getGlobalOutstandingLimit() : int	33666	75
LeaderZooKeeperServer.java	LeaderZooKeeperServer	createSessionTracker() : void	137	80
LeaderZooKeeperServer.java	LeaderZooKeeperServer	startSessionTracker() : void	137	87
LeaderZooKeeperServer.java	LeaderZooKeeperServer	touch(long,int) : boolean	3611	93
LeaderZooKeeperServer.java	LeaderZooKeeperServer	registerJMX() : void	137	97
LeaderZooKeeperServer.java	LeaderZooKeeperServer	registerJMX(LeaderBean,LocalPeerBean) : void	143	109
LeaderZooKeeperServer.java	LeaderZooKeeperServer	unregisterJMX() : void	130	131
LeaderZooKeeperServer.java	LeaderZooKeeperServer	unregisterJMX(Leader) : void	136	144
LeaderZooKeeperServer.java	LeaderZooKeeperServer	getState() : String	216	156
LeaderZooKeeperServer.java	LeaderZooKeeperServer	getServerId() : long	413	165
LeaderZooKeeperServer.java	LeaderZooKeeperServer	revalidateSession(ServerCnxn,long,int) : void	43	170
LocalPeerBean.java	LocalPeerBean	LocalPeerBean(QuorumPeer)	451	28
LocalPeerBean.java	LocalPeerBean	getName() : String	158050	32
LocalPeerBean.java	LocalPeerBean	isHidden() : boolean	902	36
LocalPeerBean.java	LocalPeerBean	getTickTime() : int	0	40
LocalPeerBean.java	LocalPeerBean	getMaxClientCnxnsPerHost() : int	0	44
LocalPeerBean.java	LocalPeerBean	getMinSessionTimeout() : int	0	48
LocalPeerBean.java	LocalPeerBean	getMaxSessionTimeout() : int	0	52
LocalPeerBean.java	LocalPeerBean	getInitLimit() : int	0	56
LocalPeerBean.java	LocalPeerBean	getSyncLimit() : int	0	60
LocalPeerBean.java	LocalPeerBean	getTick() : int	0	64
LocalPeerBean.java	LocalPeerBean	getState() : String	0	68
LocalPeerBean.java	LocalPeerBean	getQuorumAddress() : String	0	72
LocalPeerBean.java	LocalPeerBean	getElectionType() : int	0	76
LearnerSyncRequest.java	LearnerSyncRequest	LearnerSyncRequest(LearnerHandler,long,int,int,ByteBuffer,List<Id>)	9	29
QuorumBean.java	QuorumBean	QuorumBean(QuorumPeer)	457	28
QuorumBean.java	QuorumBean	getName() : String	3128	33
QuorumBean.java	QuorumBean	isHidden() : boolean	905	37
QuorumBean.java	QuorumBean	getQuorumSize() : int	0	41
FollowerRequestProcessor.java	FollowerRequestProcessor	FollowerRequestProcessor(FollowerZooKeeperServer,RequestProcessor)	353	48
FollowerRequestProcessor.java	FollowerRequestProcessor	run() : void	353	56
FollowerRequestProcessor.java	FollowerRequestProcessor	processRequest(Request) : void	134266	100
FollowerRequestProcessor.java	FollowerRequestProcessor	shutdown() : void	346	106
LeaderBean.java	LeaderBean	LeaderBean(Leader,ZooKeeperServer)	148	32
LeaderBean.java	LeaderBean	getName() : String	879	37
LeaderBean.java	LeaderBean	getCurrentZxid() : String	1	41
LeaderBean.java	LeaderBean	followerInfo() : String	0	45
LeaderBean.java	LeaderBean	getElectionTimeTaken() : long	3	53
LeaderBean.java	LeaderBean	getLastProposalSize() : int	4	58
LeaderBean.java	LeaderBean	getMinProposalSize() : int	2	63
LeaderBean.java	LeaderBean	getMaxProposalSize() : int	2	68
LeaderBean.java	LeaderBean	resetProposalStatistics() : void	1	73
Follower.java	Follower	Follower(QuorumPeer,FollowerZooKeeperServer)	10505	40
Follower.java	Follower	toString() : String	0	46
Follower.java	Follower	followLeader() : void	10500	61
Follower.java	Follower	processPacket(QuorumPacket) : void	1458114	110
Follower.java	Follower	getZxid() : long	1	148
Follower.java	Follower	getLastQueued() : long	0	163
Follower.java	Follower	shutdown() : void	10778	167
LearnerSessionTracker.java	LearnerSessionTracker	LearnerSessionTracker(SessionExpirer,ConcurrentHashMap<Long, Integer>,long,ZooKeeperServerListener)	402	42
LearnerSessionTracker.java	LearnerSessionTracker	removeSession(long) : void	2155	52
LearnerSessionTracker.java	LearnerSessionTracker	shutdown() : void	362	57
LearnerSessionTracker.java	LearnerSessionTracker	addSession(long,int) : void	2248	60
LearnerSessionTracker.java	LearnerSessionTracker	touchSession(long,int) : boolean	211440	65
LearnerSessionTracker.java	LearnerSessionTracker	snapshot() : HashMap<Long, Integer>	2090	70
LearnerSessionTracker.java	LearnerSessionTracker	createSession(int) : long	480	77
LearnerSessionTracker.java	LearnerSessionTracker	checkSession(long,Object) : void	0	81
LearnerSessionTracker.java	LearnerSessionTracker	setOwner(long,Object) : void	0	85
LearnerSessionTracker.java	LearnerSessionTracker	dumpSessions(PrintWriter) : void	16	89
LearnerSessionTracker.java	LearnerSessionTracker	setSessionClosing(long) : void	0	95
AckRequestProcessor.java	AckRequestProcessor	AckRequestProcessor(Leader)	137	36
AckRequestProcessor.java	AckRequestProcessor	processRequest(Request) : void	267577	43
AckRequestProcessor.java	AckRequestProcessor	shutdown() : void	130	51
LeaderElection.java	LeaderElection	LeaderElection(QuorumPeer)	78	54
LeaderElection.java	LeaderElection	countVotes(HashMap<InetSocketAddress, Vote>,HashSet<Long>) : ElectionResult	122	70
LeaderElection.java	LeaderElection	shutdown() : void	16	139
LeaderElection.java	LeaderElection	lookForLeader() : Vote	50	146
ReadOnlyRequestProcessor.java	ReadOnlyRequestProcessor	ReadOnlyRequestProcessor(ZooKeeperServer,RequestProcessor)	7	54
ReadOnlyRequestProcessor.java	ReadOnlyRequestProcessor	run() : void	7	62
ReadOnlyRequestProcessor.java	ReadOnlyRequestProcessor	processRequest(Request) : void	9	114
ReadOnlyRequestProcessor.java	ReadOnlyRequestProcessor	shutdown() : void	7	121
FollowerBean.java	FollowerBean	FollowerBean(Follower,ZooKeeperServer)	10504	30
FollowerBean.java	FollowerBean	getName() : String	42837	35
